wallet_id,txn_count,total_usd,repays,borrows,liquidates,unique_assets,active_days,txns_per_day,borrow_to_repay,avg_txn_value_usd,liq_rate,repay_rate,wallet_lifetime_days,usd_pct,txn_pct,repay_pct,liq_pct,activity_pct,final_score,cluster,ml_score,blended_score
0x9c0d566b965e4361833ae5207b5544bb35827e18,32,118580.81936907182,0,0,0,2,122,0.26229508196721313,0.0,3705.6506052834943,0.0,0.0,122,0.9513497478493029,0.9605829130821715,0.38560516167309405,0.500037080984871,0.7658459408681896,71.52,0,0.0,42.912
0x9c1019329ea8a93bd9b9937762ba7a5b2b6ffd9d,2,159.65194389366826,0,0,0,1,3,0.6666666666666666,0.0,79.82597194683413,0.0,0.0,3,0.4509789380005933,0.4037006822901216,0.38560516167309405,0.500037080984871,0.413428260654603,28.63,0,0.0,17.177999999999997
0x9c14b155d57962c26e66bd7fd9794cae483c6555,7,283.0350892905616,2,2,0,3,8,0.875,1.0,40.43358418436594,0.0,1.0,8,0.5126816968258677,0.7905295164639573,0.8719593592405814,0.500037080984871,0.7250568575101356,66.56,3,33.33333333333333,53.269333333333336
0x9c15589bf62f0679719b8f0bdeddecd88249ed4b,11,4104.515988553764,0,0,0,1,47,0.23404255319148937,0.0,373.1378171412513,0.0,0.0,47,0.7613467813705131,0.869734500148324,0.38560516167309405,0.500037080984871,0.6722288143973104,60.13,0,0.0,36.078
0x9c15fad72a0c7416392bd753e3b53fef90d49de6,1,735.7698347961864,0,1,0,1,1,1.0,1.0,735.7698347961864,0.0,0.0,1,0.6078315040047464,0.14869474933254226,0.38560516167309405,0.500037080984871,0.38071047167012756,24.65,0,0.0,14.79
0x9c1a7833f55472ceea2fb9f0881c7864c76d1778,1,9.946458508190348,0,0,0,1,1,1.0,0.0,9.946458508190348,0.0,0.0,1,0.15766834767131416,0.14869474933254226,0.38560516167309405,0.500037080984871,0.23065608622565015,6.39,0,0.0,3.8339999999999996
0x9c1d31652785167ea3e23da62f97e0b42a7d0cfc,2,8.014154000000001,0,0,0,1,15,0.13333333333333333,0.0,4.007077000000001,0.0,0.0,15,0.14557994660338178,0.4037006822901216,0.38560516167309405,0.500037080984871,0.3116285968555325,16.24,0,0.0,9.743999999999998
0x9c266da6b2aac6829707127d36ec7bf82e387b73,1,3.2716104759999993,0,1,0,1,1,1.0,1.0,3.2716104759999993,0.0,0.0,1,0.10256600415307031,0.14869474933254226,0.38560516167309405,0.500037080984871,0.21228863838623555,4.15,0,0.0,2.49
0x9c29f1b4bdabeb3f18819763c7ba791558fb5d40,1,19318.87193047225,0,0,0,1,1,1.0,0.0,19318.87193047225,0.0,0.0,1,0.8698457431029368,0.14869474933254226,0.38560516167309405,0.500037080984871,0.46804855136952433,35.28,0,0.0,21.168
0x9c2dfd5acbcf22cb9a82eaaee95824faf5e1e035,18,277280.8590746761,0,0,0,1,94,0.19148936170212766,0.0,15404.49217081534,0.0,0.0,94,0.9730050430139424,0.9249851676060517,0.38560516167309405,0.500037080984871,0.7611984574310293,70.95,0,0.0,42.57
